transaction_id,merchant_id,customer_id,business_category,currency_code,reference_token,gross_amount,fee_amount,net_amount,transaction_status,tax_amount,calculated_net,final_status,fee_percentage,currency_region,commerce_type,net_amount_mismatch_flag,fee_exceeds_amount_flag,dbt_loaded_at
A371607,B455717,C009702,SUBSCRIPTION,EUR,REF-05349636,3.67,0.23,3.38,Settled,0.37,3.44,Completed,6.27,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A324519,B013056,C885141,SUBSCRIPTION,EUR,REF-85702350,14.89,0.26,14.62,Settled,1.49,14.63,Completed,1.75,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A481754,B494039,C701926,SUBSCRIPTION,EUR,REF-84664087,2.76,0.35,2.38,Settled,0.28,2.41,Completed,12.68,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A787599,B897029,C147852,WHOLESALE,EUR,REF-82088983,6.07,0,6.0600000000000005,Settled,0.61,6.07,Completed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A566304,B484717,C310390,WHOLESALE,EUR,REF-62792578,2.67,0.03,2.61,Settled,0.27,2.64,Completed,1.12,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A657810,B920038,C792412,WHOLESALE,EUR,REF-91789218,1.31,0.05,1.26,Settled,0.13,1.26,Completed,3.82,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A013578,B557776,C369389,WHOLESALE,EUR,REF-24297135,10.58,0.12,10.45,Settled,1.06,10.46,Completed,1.13,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A927599,B838904,C417595,WHOLESALE,EUR,REF-09700015,7.03,0.23,6.82,Settled,0.7,6.8,Completed,3.27,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A924609,B990162,C062813,WHOLESALE,EUR,REF-90905991,3.09,0.3,2.86,Settled,0.31,2.79,Completed,9.71,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A878150,B084510,C311358,WHOLESALE,EUR,REF-22619705,33.78,0.44,33.32,Settled,3.38,33.34,Completed,1.3,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A876519,B193246,C432521,WHOLESALE,EUR,REF-03015920,10.25,0.52,9.7,Settled,1.03,9.73,Completed,5.07,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A772909,B354797,C380280,B2B,EUR,REF-95901735,4.82,0,4.82,Settled,0.48,4.82,Completed,0,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A110421,B420845,C620056,B2B,EUR,REF-86177933,7.88,0,7.82,Settled,0.79,7.88,Completed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A936062,B887622,C928367,B2B,EUR,REF-13387491,4.28,0,4.25,Settled,0.43,4.28,Completed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A971328,B777605,C168298,B2B,EUR,REF-12859141,6.9,0,6.9,Settled,0.69,6.9,Completed,0,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A959797,B214426,C085380,B2B,EUR,REF-42348396,4.53,0,4.53,Settled,0.45,4.53,Completed,0,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A622122,B276607,C200055,B2B,EUR,REF-25050765,6.21,0,6.15,Settled,0.62,6.21,Completed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A450223,B871175,C146423,B2B,EUR,REF-21795971,23.52,0.02,23.509999999999998,Settled,2.35,23.5,Completed,0.09,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A919162,B847300,C613914,B2B,EUR,REF-37664925,3.82,0.15,3.69,Settled,0.38,3.67,Completed,3.93,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A843540,B473053,C149859,B2B,EUR,REF-01486648,7.68,0.18,7.56,Settled,0.77,7.5,Completed,2.34,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A866930,B364879,C085307,B2B,EUR,REF-41209965,2.65,0.2,2.45,Settled,0.27,2.45,Completed,7.55,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A557617,B272359,C872646,B2B,EUR,REF-67908577,3.32,0.29,2.92,Settled,0.33,3.03,Completed,8.73,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A984301,B167826,C872146,B2B,EUR,REF-63343048,10.62,0.33,10.29,Settled,1.06,10.29,Completed,3.11,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A627838,B410358,C786712,B2B,EUR,REF-07853851,16.77,0.4,16.37,Settled,1.68,16.37,Completed,2.39,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A138624,B383144,C278838,MARKETPLACE,EUR,REF-83535625,8.19,0.01,8.17,Settled,0.82,8.18,Completed,0.12,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A970318,B026373,C730870,MARKETPLACE,EUR,REF-73268269,12.36,0.02,12.33,Settled,1.24,12.34,Completed,0.16,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A093700,B624474,C704133,MARKETPLACE,EUR,REF-79030205,6.42,0.07,6.33,Settled,0.64,6.35,Completed,1.09,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A977346,B159335,C475500,MARKETPLACE,EUR,REF-45888974,8.92,0.11,8.82,Settled,0.89,8.81,Completed,1.23,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A439982,B436439,C535847,MARKETPLACE,EUR,REF-24685025,2.57,0.11,2.44,Settled,0.26,2.46,Completed,4.28,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A701426,B390051,C902296,MARKETPLACE,EUR,REF-56417577,48.19,0.14,48.05,Settled,4.82,48.05,Completed,0.29,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A012566,B746105,C093735,MARKETPLACE,EUR,REF-38279799,17.58,0.52,16.97,Settled,1.76,17.06,Completed,2.96,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A486578,B384048,C836346,ONLINE,EUR,REF-25209116,5.94,0,5.91,Settled,0.59,5.94,Completed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A440874,B577200,C153647,ONLINE,EUR,REF-07997881,1.59,0.03,1.51,Settled,0.16,1.56,Completed,1.89,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A668860,B058753,C809328,ONLINE,EUR,REF-90313930,4.52,0.06,4.45,Settled,0.45,4.46,Completed,1.33,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A423879,B207087,C110676,ONLINE,EUR,REF-72847818,3.04,0.1,2.9,Settled,0.3,2.94,Completed,3.29,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A040099,B601494,C708446,ONLINE,EUR,REF-72353869,3.95,0.13,3.89,Settled,0.4,3.82,Completed,3.29,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A059149,B557176,C805930,ONLINE,EUR,REF-73903778,15.92,0.15,15.79,Settled,1.59,15.77,Completed,0.94,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A508997,B822594,C816064,ONLINE,EUR,REF-84203645,7.9,0.19,7.71,Settled,0.79,7.71,Completed,2.41,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A720604,B901948,C932697,RETAIL,EUR,REF-58821224,3.96,0,3.82,Settled,0.4,3.96,Completed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A717235,B445735,C294686,RETAIL,EUR,REF-85033972,5.9,0,5.89,Settled,0.59,5.9,Completed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A251715,B336070,C411032,RETAIL,EUR,REF-57441825,5.16,0.03,5.16,Settled,0.52,5.13,Completed,0.58,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A618720,B405458,C708928,RETAIL,EUR,REF-16160905,13.01,0.07,12.91,Settled,1.3,12.94,Completed,0.54,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A306664,B001441,C958276,RETAIL,EUR,REF-37854763,4.02,0.07,3.89,Settled,0.4,3.95,Completed,1.74,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A746632,B332804,C457664,RETAIL,EUR,REF-36145676,7.71,0.09,7.64,Settled,0.77,7.62,Completed,1.17,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A320590,B045359,C990323,RETAIL,EUR,REF-92259185,12.04,0.21,11.89,Settled,1.2,11.83,Completed,1.74,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A460287,B233134,C400986,RETAIL,EUR,REF-60314881,3.42,0.43,3.11,Settled,0.34,2.99,Completed,12.57,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A913945,B987320,C251864,SUBSCRIPTION,EUR,REF-17222697,1,0,0.94,Settled,0.1,1,Completed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A159950,B400845,C617439,SUBSCRIPTION,EUR,REF-45735166,6.43,0,6.4,Settled,0.64,6.43,Completed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A626082,B037223,C616321,SUBSCRIPTION,EUR,REF-15115919,5.85,0.07,5.85,Settled,0.58,5.78,Completed,1.2,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A186794,B298889,C756937,SUBSCRIPTION,EUR,REF-03278107,3.87,0.13,3.7,Settled,0.39,3.74,Completed,3.36,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A357388,B386150,C370854,SUBSCRIPTION,EUR,REF-51490266,1.68,0.15,1.47,Settled,0.17,1.53,Completed,8.93,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A288173,B123832,C292448,SUBSCRIPTION,EUR,REF-40438001,11.81,0.22,11.61,Settled,1.18,11.59,Completed,1.86,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A859906,B219892,C817142,WHOLESALE,EUR,REF-54832167,13.4,0,13.35,Settled,1.34,13.4,Completed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A769382,B865582,C159380,WHOLESALE,EUR,REF-32968300,2.71,0,2.7,Settled,0.27,2.71,Completed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A305343,B133634,C595863,WHOLESALE,EUR,REF-09609917,9.86,0,9.85,Settled,0.99,9.86,Completed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A840877,B399643,C100467,WHOLESALE,EUR,REF-21133870,4.76,0,4.7299999999999995,Settled,0.48,4.76,Completed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A360752,B397860,C062787,WHOLESALE,EUR,REF-89530919,7.62,0.01,7.51,Settled,0.76,7.61,Completed,0.13,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A014353,B194340,C663244,WHOLESALE,EUR,REF-70877211,9,0.06,8.92,Settled,0.9,8.94,Completed,0.67,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A884858,B328647,C654870,WHOLESALE,EUR,REF-70438963,8.09,0.08,8.08,Settled,0.81,8.01,Completed,0.99,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A161153,B064043,C009584,WHOLESALE,EUR,REF-84240367,2.01,0.16,1.93,Settled,0.2,1.85,Completed,7.96,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A756337,B974117,C292925,WHOLESALE,EUR,REF-20624797,16.44,0.19,16.22,Settled,1.64,16.25,Completed,1.16,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A013982,B596598,C097438,WHOLESALE,EUR,REF-09921619,9.53,0.29,9.26,Settled,0.95,9.24,Completed,3.04,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A566257,B372222,C617290,WHOLESALE,EUR,REF-30697245,34.5,0.51,33.94,Settled,3.45,33.99,Completed,1.48,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A432930,B419000,C600053,B2B,EUR,REF-57092840,3.17,0,3.05,Settled,0.32,3.17,Completed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A392031,B046497,C370009,B2B,EUR,REF-86729112,6.34,0,6.34,Settled,0.63,6.34,Completed,0,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A068306,B521186,C948521,B2B,EUR,REF-39994938,7.84,0.02,7.74,Settled,0.78,7.82,Completed,0.26,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A246505,B448137,C285648,B2B,EUR,REF-62818163,2.33,0.04,2.29,Settled,0.23,2.29,Completed,1.72,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A813000,B465843,C986797,B2B,EUR,REF-46270388,3.91,0.08,3.85,Settled,0.39,3.83,Completed,2.05,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A244274,B121323,C086944,B2B,EUR,REF-77795922,5.61,0.09,5.46,Settled,0.56,5.52,Completed,1.6,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A833969,B725663,C996857,B2B,EUR,REF-00688579,2.22,0.09,2.19,Settled,0.22,2.13,Completed,4.05,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A380179,B654345,C632494,B2B,EUR,REF-19900046,5.21,0.37,4.88,Settled,0.52,4.84,Completed,7.1,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A121041,B690107,C477260,MARKETPLACE,EUR,REF-72168210,4.35,0,4.33,Settled,0.43,4.35,Completed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A011649,B129949,C733487,MARKETPLACE,EUR,REF-03279113,6.05,0.08,6.05,Settled,0.6,5.97,Completed,1.32,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A297670,B729074,C214673,MARKETPLACE,EUR,REF-86016446,6.71,0.09,6.7,Settled,0.67,6.62,Completed,1.34,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A246666,B989888,C541518,MARKETPLACE,EUR,REF-77126759,3.81,0.11,3.7,Settled,0.38,3.7,Completed,2.89,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A127462,B202882,C066775,MARKETPLACE,EUR,REF-66901939,8.05,0.22,7.8,Settled,0.81,7.83,Completed,2.73,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A318186,B642555,C967353,MARKETPLACE,EUR,REF-52246980,24.03,0.36,23.7,Settled,2.4,23.67,Completed,1.5,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A362771,B828393,C274324,MARKETPLACE,EUR,REF-86999477,7.31,0.5,6.79,Settled,0.73,6.81,Completed,6.84,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A412291,B209196,C661497,MARKETPLACE,EUR,REF-98992783,21.44,0.59,20.69,Settled,2.14,20.85,Completed,2.75,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A263691,B338545,C937136,ONLINE,EUR,REF-54913111,3.82,0,3.82,Settled,0.38,3.82,Completed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A511293,B643458,C338933,ONLINE,EUR,REF-62925927,7.18,0,7.17,Settled,0.72,7.18,Completed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A346324,B216765,C743500,ONLINE,EUR,REF-55585544,7.9,0,7.8900000000000006,Settled,0.79,7.9,Completed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A320731,B895331,C624287,ONLINE,EUR,REF-15772841,2.54,0,2.5,Settled,0.25,2.54,Completed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A851243,B973914,C654619,ONLINE,EUR,REF-91810611,1.61,0.04,1.51,Settled,0.16,1.57,Completed,2.48,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A446847,B375807,C045898,ONLINE,EUR,REF-99611352,2.67,0.05,2.67,Settled,0.27,2.62,Completed,1.87,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A407207,B685513,C317805,ONLINE,EUR,REF-00818330,11.82,0.13,11.65,Settled,1.18,11.69,Completed,1.1,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A349377,B436251,C944763,ONLINE,EUR,REF-50628677,11.76,0.23,11.58,Settled,1.18,11.53,Completed,1.96,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A596473,B919955,C974539,ONLINE,EUR,REF-25468392,11.28,0.33,10.91,Settled,1.13,10.95,Completed,2.93,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A235169,B417749,C640120,ONLINE,EUR,REF-71047476,6.67,0.34,6.33,Settled,0.67,6.33,Completed,5.1,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A032025,B584819,C597089,ONLINE,EUR,REF-66824889,23.47,0.42,23.08,Settled,2.35,23.05,Completed,1.79,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A191330,B565418,C826421,RETAIL,EUR,REF-74088715,10.87,0,10.83,Settled,1.09,10.87,Completed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A412443,B843900,C872837,RETAIL,EUR,REF-17891236,3.66,0,3.6300000000000003,Settled,0.37,3.66,Completed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A470428,B290295,C803389,RETAIL,EUR,REF-08716690,8.63,0,8.58,Settled,0.86,8.63,Completed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A822511,B256698,C199631,RETAIL,EUR,REF-40597815,16.93,0.09,16.85,Settled,1.69,16.84,Completed,0.53,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A224401,B796949,C248473,RETAIL,EUR,REF-39993348,2.91,0.12,2.72,Settled,0.29,2.79,Completed,4.12,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A750885,B806469,C060238,RETAIL,EUR,REF-72034578,6.46,0.14,6.37,Settled,0.65,6.32,Completed,2.17,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A345221,B634711,C194323,RETAIL,EUR,REF-43219254,5.14,0.18,4.87,Settled,0.51,4.96,Completed,3.5,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A344738,B442799,C440702,RETAIL,EUR,REF-36829350,10.71,0.32,10.43,Settled,1.07,10.39,Completed,2.99,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A939634,B199294,C456062,RETAIL,EUR,REF-26622594,11.29,0.36,10.87,Settled,1.13,10.93,Completed,3.19,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A066470,B681135,C502419,SUBSCRIPTION,EUR,REF-47896841,10.67,0,10.6,Settled,1.07,10.67,Completed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A724570,B625344,C526188,SUBSCRIPTION,EUR,REF-62674210,4.98,0.02,4.9700000000000006,Settled,0.5,4.96,Completed,0.4,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A508948,B815401,C647549,SUBSCRIPTION,EUR,REF-67780775,5.53,0.15,5.42,Settled,0.55,5.38,Completed,2.71,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A485362,B019580,C655342,SUBSCRIPTION,EUR,REF-36112184,2.61,0.25,2.31,Settled,0.26,2.36,Completed,9.58,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A143293,B203463,C683932,WHOLESALE,EUR,REF-59105529,10.29,0,10.26,Settled,1.03,10.29,Completed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A034346,B699140,C136862,WHOLESALE,EUR,REF-15067530,5.43,0,5.43,Settled,0.54,5.43,Completed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A393281,B078728,C710644,WHOLESALE,EUR,REF-57656998,6.61,0.06,6.5900000000000007,Settled,0.66,6.55,Completed,0.91,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A598596,B686491,C520071,WHOLESALE,EUR,REF-56460510,6.46,0.15,6.29,Settled,0.65,6.31,Completed,2.32,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A489825,B208014,C058859,WHOLESALE,EUR,REF-89135816,2.02,0.16,1.89,Settled,0.2,1.86,Completed,7.92,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A133275,B166060,C391889,WHOLESALE,EUR,REF-18288662,8.49,0.32,8.16,Settled,0.85,8.17,Completed,3.77,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A179043,B326396,C856996,B2B,EUR,REF-40367518,1,0,0.97,Settled,0.1,1,Completed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A800667,B697920,C178156,B2B,EUR,REF-23476586,1.82,0,1.81,Settled,0.18,1.82,Completed,0,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A008109,B516694,C217669,B2B,EUR,REF-33520192,4.17,0.12,3.98,Settled,0.42,4.05,Completed,2.88,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A586978,B409805,C858376,B2B,EUR,REF-73959324,1,0.3,0.77,Settled,0.1,0.7,Completed,30,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A181763,B825300,C518092,B2B,EUR,REF-65410088,17.8,0.31,17.52,Settled,1.78,17.49,Completed,1.74,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A150267,B770907,C538672,B2B,EUR,REF-43622733,14.75,0.67,14.12,Settled,1.48,14.08,Completed,4.54,Europe,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A619474,B687317,C662489,B2B,EUR,REF-00998190,84.6,1.91,82.68,Settled,8.46,82.69,Completed,2.26,Europe,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A692357,B091368,C027112,MARKETPLACE,EUR,REF-90902075,14.71,0,14.700000000000001,Settled,1.47,14.71,Completed,0,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A748911,B842439,C949004,MARKETPLACE,EUR,REF-98380257,5.84,0.07,5.83,Settled,0.58,5.77,Completed,1.2,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A035462,B614046,C307404,MARKETPLACE,EUR,REF-95084344,5.77,0.14,5.63,Settled,0.58,5.63,Completed,2.43,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A356782,B583140,C950212,MARKETPLACE,EUR,REF-74265369,11.34,0.21,11.09,Settled,1.13,11.13,Completed,1.85,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A525428,B420750,C939344,MARKETPLACE,EUR,REF-31011208,7.62,0.29,7.34,Settled,0.76,7.33,Completed,3.81,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A384139,B543187,C359344,MARKETPLACE,EUR,REF-75351029,23.1,0.38,22.61,Settled,2.31,22.72,Completed,1.65,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A570861,B856947,C331236,MARKETPLACE,EUR,REF-71936109,26.58,0.86,25.73,Settled,2.66,25.72,Completed,3.24,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A100480,B221200,C185422,ONLINE,EUR,REF-30391113,3.7,0,3.68,Settled,0.37,3.7,Completed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A069475,B066661,C464569,ONLINE,EUR,REF-73195409,6.41,0,6.41,Settled,0.64,6.41,Completed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A357926,B461759,C617543,ONLINE,EUR,REF-79817330,2.69,0.09,2.62,Settled,0.27,2.6,Completed,3.35,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A363985,B455081,C538302,ONLINE,EUR,REF-78668319,13.05,0.42,12.58,Settled,1.31,12.63,Completed,3.22,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A411290,B333484,C894153,RETAIL,EUR,REF-77912640,11.17,0,11.12,Settled,1.12,11.17,Completed,0,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A667068,B567959,C473663,RETAIL,EUR,REF-95322911,1.7,0.04,1.65,Settled,0.17,1.66,Completed,2.35,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A512487,B176051,C817962,RETAIL,EUR,REF-41729002,4.94,0.07,4.87,Settled,0.49,4.87,Completed,1.42,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A676683,B980639,C831584,RETAIL,EUR,REF-73662900,3.89,0.09,3.84,Settled,0.39,3.8,Completed,2.31,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A682236,B029758,C560009,RETAIL,EUR,REF-17537522,18.97,0.14,18.77,Settled,1.9,18.83,Completed,0.74,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A895431,B293844,C465136,RETAIL,EUR,REF-14968454,6.8,0.15,6.74,Settled,0.68,6.65,Completed,2.21,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A844603,B584016,C203069,RETAIL,EUR,REF-01737146,16.43,0.17,16.34,Settled,1.64,16.26,Completed,1.03,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A400263,B503898,C821467,RETAIL,EUR,REF-65478038,2.24,0.2,2.01,Settled,0.22,2.04,Completed,8.93,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A478232,B754982,C230482,RETAIL,EUR,REF-75177986,10.45,0.21,10.31,Settled,1.04,10.24,Completed,2.01,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A144394,B427365,C170911,RETAIL,EUR,REF-52099147,3,0.23,2.81,Settled,0.3,2.77,Completed,7.67,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A962747,B213313,C551852,RETAIL,EUR,REF-61439749,1,0.24,0.8,Settled,0.1,0.76,Completed,24,Europe,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A583934,B523701,C726946,RETAIL,EUR,REF-41029057,33.2,0.6,32.61,Settled,3.32,32.6,Completed,1.81,Europe,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A827435,B380404,C296361,SUBSCRIPTION,EUR,REF-50373291,4.23,0,4.2200000000000006,Settled,0.42,4.23,Completed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A982249,B211938,C861203,SUBSCRIPTION,EUR,REF-61637895,6.38,0,6.36,Settled,0.64,6.38,Completed,0,Europe,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A120775,B639219,C498361,SUBSCRIPTION,EUR,REF-50294683,12.26,0,12.26,Settled,1.23,12.26,Completed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A338141,B379903,C788952,SUBSCRIPTION,EUR,REF-70213449,3.4,0,3.39,Settled,0.34,3.4,Completed,0,Europe,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
