ID1,ID2,ID3,String1,String2,String3,Float1,Float2,Float3,Status
A983772,B253276,C385827,Marketplace,EUR,REF-46568749,2.23,0.0,2.23,Settled
A043576,B318708,C237777,Retail,USD,REF-85972261,27.87,0.62,27.23,Settled
A925548,B996140,C256955,B2B,EUR,REF-29010719,4.0,0.1,3.85,In Review
A833168,B607747,C644281,Online,USD,REF-28526227,8.6,0.09,8.53,Settled
A516223,B080504,C149109,Subscription,USD,REF-43133731,11.12,0.0,11.1,Settled
A617469,B476998,C226876,Online,USD,REF-76043748,11.3,0.07,11.21,Settled
A308124,B337403,C433601,Online,NOK,REF-83745633,1.97,0.09,1.87,Reversed
A508948,B815401,C647549,Subscription,EUR,REF-67780775,5.53,0.15,5.42,Settled
A955164,B559466,C401764,Wholesale,GBP,REF-19622860,1.82,0.0,1.81,Settled
A813505,B097773,C151234,Retail,PLN,REF-77671483,47.08,1.14,46.0,Settled
A373460,B317061,C797534,Retail,EUR,REF-36331314,1.86,0.05,1.81,Cancelled
A550250,B534167,C212019,Wholesale,GBP,REF-98365209,2.88,0.12,2.71,Settled
A378882,B318968,C942238,Wholesale,EUR,REF-38061314,2.89,0.0,2.8600000000000003,Settled
A348036,B311768,C429651,Retail,USD,REF-60094318,2.01,0.18,1.91,Settled
A635072,B989307,C807603,Retail,EUR,REF-39600871,19.63,0.18,19.5,Reversed
A417702,B012608,C518781,Marketplace,EUR,REF-87845708,46.19,1.09,45.11,Settled
A634156,B316656,C258552,Online,USD,REF-07501835,4.55,0.31,4.21,Settled
A970570,B538118,C953691,Online,EUR,REF-98094726,2.31,0.0,2.2600000000000002,Pending
A104580,B772137,C311916,Marketplace,EUR,REF-84380758,1.11,0.0,1.1,Settled
A403804,B782132,C607564,Subscription,USD,REF-03511093,5.47,0.0,5.4399999999999995,Settled
A191584,B226494,C799530,Retail,USD,REF-21503418,5.16,0.0,5.16,In Review
A066445,B613824,C424732,B2B,EUR,REF-32971171,3.95,0.08,3.84,Reversed
A000014,B701926,C803036,B2B,PLN,REF-36692630,7.94,0.32,7.75,In Review
A372747,B046971,C828050,Wholesale,NOK,REF-58603195,9.12,0.02,9.06,Pending
A098965,B559900,C264361,B2B,EUR,REF-63731644,8.61,0.06,8.5,Settled
A719653,B647697,C139274,Retail,NOK,REF-17286484,5.17,0.0,5.17,Settled
A342761,B170350,C068865,Marketplace,NOK,REF-80361943,2.76,0.0,2.75,Failed
A218820,B716879,C014774,Subscription,USD,REF-00373704,11.33,0.06,11.32,Pending
A948646,B405660,C528249,Wholesale,SEK,REF-58707515,6.72,0.26,6.51,Settled
A626516,B072086,C255603,Marketplace,GBP,REF-36165388,13.54,0.51,12.97,Settled
A799354,B436849,C415126,Subscription,PLN,REF-41407298,12.51,0.19,12.29,Settled
A769524,B385725,C532808,Marketplace,EUR,REF-00529165,2.13,0.11,1.98,Settled
A227801,B740663,C286602,Retail,GBP,REF-14189632,2.11,0.19,1.97,Settled
A628142,B298551,C636399,Wholesale,EUR,REF-49508841,3.63,0.09,3.56,Failed
A116203,B761785,C388888,Online,GBP,REF-12131588,2.86,0.22,2.62,Settled
A532060,B749564,C801531,Wholesale,EUR,REF-56224240,12.17,0.0,12.16,Settled
A998700,B625410,C160651,Subscription,GBP,REF-90837046,8.81,0.1,8.66,In Review
A210606,B368239,C603296,Online,PLN,REF-35949459,16.03,0.3,15.69,Settled
A720201,B116663,C312909,Marketplace,USD,REF-70743334,9.13,0.25,8.82,Reversed
A052664,B207952,C116137,Wholesale,EUR,REF-62950276,7.86,0.0,7.8500000000000005,Settled
A523320,B300361,C153984,Wholesale,EUR,REF-73525027,17.37,0.66,16.72,Settled
A125875,B531043,C791485,Marketplace,EUR,REF-78783754,9.69,0.17,9.47,Settled
A978409,B934216,C869796,B2B,NOK,REF-70531931,7.02,0.4,6.65,Settled
A446134,B759480,C012465,Retail,GBP,REF-03555230,21.74,0.37,21.43,Settled
A954108,B877593,C229757,Marketplace,GBP,REF-80425090,7.29,0.0,7.24,Settled
A902379,B392449,C705371,Wholesale,PLN,REF-81143618,5.21,0.18,5.02,Settled
A115858,B057423,C759879,B2B,USD,REF-39967393,3.4,0.21,3.22,Settled
A505787,B896506,C521363,Retail,EUR,REF-59048053,11.67,0.18,11.49,Settled
A636004,B938201,C032267,Wholesale,EUR,REF-82228266,17.89,0.0,17.83,Settled
A430405,B650800,C495153,Marketplace,EUR,REF-32554406,6.39,0.0,6.37,Settled
A689925,B484842,C430678,Retail,PLN,REF-16943165,18.94,0.33,18.59,Settled
A445784,B116180,C745214,Online,PLN,REF-69387263,1.38,0.27,1.1,Pending
A863622,B781412,C819790,Online,EUR,REF-32319735,6.36,0.0,6.36,Settled
A630125,B976293,C044128,Wholesale,USD,REF-70385553,6.44,0.03,6.420000000000001,Settled
A498634,B486817,C939518,Retail,USD,REF-40482791,3.72,0.05,3.66,Settled
A855581,B723514,C410644,Online,USD,REF-75792527,44.79,0.54,44.17,Settled
A679835,B093623,C606529,Online,USD,REF-17657851,6.31,0.4,5.91,Settled
A270518,B236012,C941506,Retail,EUR,REF-41267297,4.8,0.13,4.76,Settled
A354585,B622785,C601304,B2B,USD,REF-54374037,6.79,0.29,6.5,Settled
A092776,B309662,C013770,Retail,GBP,REF-57645364,1.34,0.16,1.15,Settled
A401209,B101774,C228081,Online,EUR,REF-83991382,3.62,0.0,3.61,Settled
A566361,B471952,C877374,Marketplace,USD,REF-47638924,14.61,0.45,14.18,Settled
A563230,B722698,C127476,Online,EUR,REF-99618229,4.02,0.0,4.01,Cancelled
A791898,B021659,C648552,B2B,PLN,REF-36393503,3.43,0.07,3.28,Cancelled
A214098,B360312,C430238,Online,SEK,REF-83026490,18.96,0.69,18.24,Settled
A395673,B894926,C908084,Subscription,USD,REF-12924941,19.43,0.47,18.96,Cancelled
A792257,B048364,C968007,B2B,EUR,REF-47504113,10.06,0.23,9.85,Pending
A730389,B080417,C045928,Online,SEK,REF-91903202,4.62,0.24,4.35,Pending
A497497,B921607,C951672,Subscription,EUR,REF-93371381,5.49,0.0,5.48,Failed
A788929,B171213,C807315,Online,USD,REF-12739943,3.5,0.0,3.5,Settled
A851298,B545980,C956904,Wholesale,EUR,REF-33317107,3.0,0.22,2.74,Settled
A426832,B536041,C531376,B2B,EUR,REF-64868367,2.88,0.26,2.62,Failed
A786881,B601036,C964376,Online,PLN,REF-04934341,4.06,0.15,3.93,Reversed
A224401,B796949,C248473,Retail,EUR,REF-39993348,2.91,0.12,2.72,Settled
A562093,B646848,C102639,Wholesale,GBP,REF-92226077,1.9,0.18,1.73,Settled
A249160,B938435,C471025,B2B,GBP,REF-82141914,7.93,0.17,7.71,Pending
A687693,B639365,C244310,Subscription,USD,REF-48882899,8.02,0.14,7.83,Failed
A366268,B115420,C923108,Subscription,EUR,REF-47136252,25.93,0.9,25.0,Failed
A848178,B598742,C605435,Online,EUR,REF-35263957,3.9,0.0,3.86,Settled
A912958,B015498,C439399,Wholesale,SEK,REF-18646447,8.43,0.1,8.24,Settled
A338726,B381781,C045032,Retail,EUR,REF-69144181,8.54,0.24,8.28,Settled
A034346,B699140,C136862,Wholesale,EUR,REF-15067530,5.43,0.0,5.43,Settled
A728988,B960217,C636152,Marketplace,GBP,REF-74560782,12.06,0.0,12.05,Settled
A913981,B270410,C065507,Marketplace,USD,REF-39153834,12.37,0.44,12.02,Pending
A923868,B096557,C713951,Retail,USD,REF-79564368,8.64,0.0,8.62,Settled
A231959,B132228,C014331,Marketplace,EUR,REF-53489736,5.42,0.11,5.34,Reversed
A031186,B405402,C394362,B2B,EUR,REF-96338023,5.0,0.22,4.77,Settled
A076573,B004277,C211232,Retail,EUR,REF-62941788,2.23,0.04,2.19,Settled
A499329,B320438,C264373,Online,USD,REF-92092800,3.49,0.18,3.33,Settled
A271271,B964021,C549355,Wholesale,NOK,REF-84883967,4.04,0.05,3.91,Settled
A144815,B360765,C395251,B2B,GBP,REF-73185082,2.71,0.0,2.7,Settled
A199362,B733818,C350303,B2B,USD,REF-37431679,9.46,0.18,9.3,Settled
A385467,B151873,C212441,Wholesale,USD,REF-06012993,17.32,0.36,16.92,Settled
A053707,B343305,C875036,B2B,GBP,REF-78120673,3.22,0.35,2.89,Failed
A828754,B472359,C245038,Wholesale,USD,REF-60992770,8.34,0.18,8.08,Failed
A955373,B597845,C786031,Online,PLN,REF-22480733,2.91,0.0,2.91,Settled
A199018,B540291,C960902,Retail,USD,REF-06266855,5.21,0.06,5.2,Settled
A575717,B890292,C464789,Marketplace,EUR,REF-87825730,3.83,0.0,3.82,Pending
A035919,B966256,C304946,Wholesale,USD,REF-55388191,10.77,0.29,10.43,Pending
A084977,B911846,C230330,Marketplace,EUR,REF-09731786,3.86,0.01,3.78,Settled
A284555,B750056,C253150,Marketplace,USD,REF-86643888,14.94,0.29,14.67,Failed
A847044,B534765,C414741,Retail,PLN,REF-80379878,5.46,0.0,5.44,Settled
A779505,B680411,C617322,Retail,GBP,REF-45377759,3.96,0.46,3.49,Pending
A710940,B938660,C637915,Retail,EUR,REF-26807222,2.44,0.03,2.39,Settled
A107575,B661198,C194275,Marketplace,GBP,REF-20896720,8.14,0.0,8.05,Settled
A216668,B757778,C023220,Retail,EUR,REF-65672457,13.61,0.1,13.52,Settled
A586203,B635317,C796809,Subscription,USD,REF-24849934,8.28,0.31,7.94,Settled
A369140,B547016,C889226,Marketplace,EUR,REF-54392835,39.88,0.62,39.23,Settled
A742552,B414547,C088604,Wholesale,USD,REF-01893994,20.88,0.24,20.72,Settled
A552600,B381241,C654738,Subscription,PLN,REF-57812106,5.2,0.0,5.11,In Review
A570395,B385700,C418849,Retail,EUR,REF-37793685,5.16,0.01,5.07,Settled
A575731,B936697,C962553,Marketplace,USD,REF-98043334,9.69,0.0,9.67,Settled
A934861,B148112,C811672,Subscription,USD,REF-67730362,3.4,0.0,3.38,In Review
A555685,B194702,C664214,B2B,GBP,REF-59847839,16.91,0.07,16.81,Reversed
A757276,B420404,C344191,Wholesale,NOK,REF-44557922,8.88,0.02,8.87,Settled
A485230,B544237,C362711,B2B,USD,REF-21516682,8.17,0.06,8.12,Pending
A088039,B131182,C471678,Subscription,EUR,REF-72932043,11.52,0.25,11.23,Pending
A541697,B132826,C438056,Retail,USD,REF-41053085,26.39,0.67,25.69,Settled
A855696,B326326,C089964,Subscription,USD,REF-15881097,7.63,0.21,7.42,Pending
A760119,B133541,C006961,Retail,PLN,REF-09668962,6.08,0.38,5.71,Reversed
A547887,B802599,C682509,B2B,GBP,REF-56722567,22.24,0.41,21.85,Settled
A956255,B059924,C057230,Marketplace,GBP,REF-33543195,14.42,0.36,14.03,Settled
A967695,B836267,C465271,Marketplace,EUR,REF-04678861,5.15,0.14,5.02,Failed
A942441,B310083,C102986,Online,USD,REF-29295601,6.68,0.16,6.57,In Review
A985238,B643544,C462669,Marketplace,SEK,REF-99664899,7.78,0.28,7.5,In Review
A332581,B799059,C393500,Marketplace,EUR,REF-64367569,8.88,0.2,8.68,Pending
A163755,B364014,C080413,Online,USD,REF-12033365,2.25,0.11,2.12,Settled
A442373,B184144,C286914,Wholesale,USD,REF-91385543,1.94,0.1,1.81,Pending
A248443,B766160,C068245,Wholesale,EUR,REF-98595678,3.27,0.0,3.22,Settled
A160101,B832452,C400717,Subscription,GBP,REF-28140281,3.07,0.06,3.0,Cancelled
A653507,B514751,C086213,Online,EUR,REF-47883841,3.97,0.2,3.8,Settled
A110214,B993681,C406100,Subscription,NOK,REF-84758029,11.05,0.25,10.76,Settled
A055716,B742635,C083239,Marketplace,USD,REF-48672284,5.81,0.11,5.7,Settled
A184401,B525421,C350923,Retail,EUR,REF-87607099,7.78,0.0,7.77,Pending
A400988,B786242,C329559,Wholesale,GBP,REF-54948830,2.5,0.09,2.5,Settled
A659672,B787652,C513790,Subscription,PLN,REF-63263778,4.6,0.07,4.56,Settled
A988415,B690445,C423896,B2B,EUR,REF-81409667,10.64,0.24,10.44,Settled
A624791,B668002,C935592,Marketplace,EUR,REF-69884958,10.71,0.17,10.58,In Review
A525931,B838633,C896858,Marketplace,USD,REF-03227450,3.73,0.21,3.49,In Review
A295260,B459567,C522815,Online,USD,REF-79823116,7.57,0.18,7.46,Settled
A331328,B532030,C038574,Subscription,EUR,REF-08116297,38.63,1.1,37.53,Reversed
A618344,B284860,C820207,Online,USD,REF-37217373,6.56,0.47,6.09,Settled
A185690,B348927,C674557,Retail,USD,REF-02080258,3.82,0.17,3.59,Pending
A078391,B671421,C779493,B2B,PLN,REF-98646923,5.79,0.35,5.42,Settled
A750137,B826692,C900094,B2B,PLN,REF-62119613,7.16,0.13,6.94,Cancelled
A983123,B230631,C417450,B2B,EUR,REF-38179405,5.89,0.08,5.81,Settled
A930302,B987253,C484734,Online,GBP,REF-84592586,6.49,0.0,6.46,Pending
A673076,B368580,C239651,B2B,USD,REF-08485994,2.1,0.05,2.03,Pending
A924433,B684707,C071942,Wholesale,USD,REF-23181183,3.08,0.0,3.01,Failed
A757586,B154620,C031673,Online,EUR,REF-73285175,5.9,0.12,5.82,Settled
A065120,B766474,C713544,Wholesale,GBP,REF-91934776,5.83,0.13,5.73,Pending
A390038,B577753,C055683,Online,PLN,REF-33498524,4.23,0.0,4.19,Pending
A075732,B616965,C878796,Marketplace,EUR,REF-68264166,5.77,0.12,5.74,Settled
A259816,B164659,C219065,Online,EUR,REF-02773598,6.98,0.0,6.94,Settled
A990625,B563631,C515010,B2B,USD,REF-23269548,13.55,0.43,13.17,Pending
A825622,B802078,C877159,Marketplace,NOK,REF-17906856,6.14,0.0,6.14,Settled
A953267,B267767,C194497,Retail,USD,REF-49886922,9.15,0.01,9.12,Pending
A480987,B475646,C105422,Marketplace,EUR,REF-36933990,4.31,0.1,4.2,In Review
A219445,B550471,C386577,Retail,PLN,REF-09327756,10.51,0.13,10.41,Settled
A378960,B713626,C825410,Subscription,USD,REF-21276447,8.98,0.05,8.96,Cancelled
A197672,B695394,C266818,Online,USD,REF-08950714,13.3,0.28,13.07,Settled
A965533,B454174,C457223,Wholesale,EUR,REF-13639775,11.77,0.15,11.63,Pending
A589595,B464979,C648466,Subscription,EUR,REF-66143987,10.65,0.4,10.28,Settled
A048663,B774467,C645556,Marketplace,USD,REF-16257028,6.15,0.23,5.94,In Review
A317187,B013701,C835339,Retail,PLN,REF-06029760,8.09,0.1,7.98,Pending
A497947,B885119,C143820,Wholesale,GBP,REF-62649735,15.57,0.54,15.07,Pending
A718195,B379173,C971651,Subscription,SEK,REF-74581817,3.95,0.02,3.92,Cancelled
A896520,B468292,C794019,Retail,USD,REF-12837747,4.02,0.11,3.87,Settled
A205738,B141095,C976822,Wholesale,USD,REF-36655922,7.69,0.05,7.66,Settled
A705613,B369360,C089727,Online,USD,REF-78331762,9.27,0.25,9.05,Settled
A806217,B472920,C770181,Online,EUR,REF-15162905,3.44,0.03,3.4,Cancelled
A780741,B719258,C523011,B2B,EUR,REF-84174531,6.27,0.0,6.2299999999999995,Cancelled
A282377,B839479,C792681,Online,PLN,REF-61047752,6.17,0.25,5.96,Settled
A338855,B965552,C103066,Retail,EUR,REF-72348346,1.13,0.24,0.89,Pending
A139169,B915466,C490437,Subscription,SEK,REF-83371751,5.58,0.0,5.56,Reversed
A581647,B176148,C855080,Wholesale,PLN,REF-24513142,5.86,0.11,5.72,Settled
A342172,B469860,C815874,Retail,EUR,REF-23596226,5.85,0.0,5.84,Settled
A413431,B746460,C588410,B2B,EUR,REF-57642667,20.65,0.74,19.98,In Review
A019782,B711533,C663657,Online,GBP,REF-78666358,2.51,0.07,2.43,Settled
A944437,B003524,C545651,Subscription,USD,REF-06105024,3.44,0.54,2.92,Settled
A644936,B853590,C857113,Subscription,USD,REF-60905407,1.0,0.0,0.98,Pending
A238220,B981202,C272681,Retail,EUR,REF-94269666,4.53,0.26,4.25,Settled
A067804,B974269,C948199,B2B,PLN,REF-61637869,4.85,0.36,4.44,Settled
A390115,B796870,C511032,Wholesale,USD,REF-00737050,4.42,0.15,4.28,Reversed
A147578,B650006,C989070,B2B,USD,REF-16393118,16.13,0.47,15.64,Pending
A188383,B946131,C020652,B2B,NOK,REF-22150882,13.24,0.06,13.22,Failed
A793414,B018518,C533199,Retail,GBP,REF-37903966,7.08,0.14,6.94,Settled
A053038,B107025,C480849,Retail,USD,REF-08299183,4.94,0.28,4.66,Settled
A505595,B663664,C486865,Marketplace,PLN,REF-79252418,15.12,0.16,14.95,Settled
A772614,B051129,C214354,Retail,NOK,REF-99471811,6.55,0.08,6.48,Settled
A592927,B318808,C370554,Wholesale,PLN,REF-37940962,3.46,0.02,3.44,Settled
A131751,B436849,C892091,Marketplace,PLN,REF-04070211,1.69,0.0,1.63,In Review
A281278,B810929,C125931,Retail,EUR,REF-65493069,4.67,0.25,4.44,Reversed
A172456,B059339,C272325,Subscription,PLN,REF-00172162,12.16,0.29,11.8,In Review
A972245,B846936,C618083,Online,PLN,REF-35038568,41.1,0.49,40.67,Settled
A677791,B054299,C511279,Online,USD,REF-10064172,6.99,0.29,6.69,Pending
A987041,B768327,C995698,Retail,USD,REF-63383556,3.61,0.0,3.53,Cancelled
A136169,B091713,C003142,Subscription,USD,REF-88125092,2.58,0.02,2.49,Settled
A365619,B797010,C266639,Online,USD,REF-37976116,10.34,0.28,10.1,Settled
A354086,B061518,C742871,B2B,EUR,REF-40073510,1.62,0.02,1.51,Settled
A787914,B925646,C155821,B2B,USD,REF-51596063,10.33,0.09,10.25,In Review
A072630,B097577,C160691,Online,EUR,REF-94472414,12.79,0.23,12.54,Failed
A802218,B457174,C258204,Retail,USD,REF-67855911,9.43,0.0,9.42,In Review
A467932,B366589,C998776,Subscription,SEK,REF-95949199,5.58,0.0,5.55,Settled
A913711,B400749,C485103,Online,EUR,REF-30623520,10.45,0.23,10.17,Failed
A329628,B501534,C292822,B2B,SEK,REF-72610379,7.63,0.0,7.6,Settled
A861698,B786754,C840631,B2B,USD,REF-94269130,3.57,0.39,3.21,Settled
A894500,B103719,C665437,Wholesale,SEK,REF-16886929,29.23,0.64,28.58,Cancelled
A439428,B031200,C272910,Retail,EUR,REF-42785358,5.02,0.09,4.95,Settled
A897973,B640664,C959944,Online,EUR,REF-97108036,12.37,0.25,12.11,Pending
A360969,B021445,C990691,Marketplace,USD,REF-52032613,1.0,0.0,0.96,Settled
A660766,B608079,C756310,Wholesale,USD,REF-43819300,18.47,0.39,18.1,In Review
A935024,B118544,C386517,Online,GBP,REF-61887143,21.54,0.37,21.14,Settled
A177497,B295422,C349725,B2B,USD,REF-46451392,6.81,0.05,6.71,Pending
A408053,B542293,C289206,B2B,USD,REF-49194592,10.4,0.32,10.13,Failed
A053222,B303555,C920777,B2B,SEK,REF-63682664,10.4,0.0,10.36,Settled
A520149,B504133,C078854,Marketplace,EUR,REF-18340565,3.98,0.0,3.94,In Review
A275529,B984749,C212677,B2B,EUR,REF-71610956,10.3,0.36,9.95,Settled
A096112,B424030,C174504,Retail,PLN,REF-96249140,3.48,0.22,3.24,Settled
A903832,B300251,C634473,Online,EUR,REF-75818458,4.09,0.15,3.95,Pending
A294057,B168350,C094478,B2B,USD,REF-97091932,16.39,0.0,16.38,Settled
A730273,B905764,C745037,Subscription,USD,REF-51832162,14.51,0.29,14.24,Settled
A162935,B964883,C138739,Retail,EUR,REF-41360914,3.78,0.24,3.55,Failed
A266103,B204203,C356900,B2B,EUR,REF-69589022,3.7,0.05,3.6700000000000004,Failed
A082360,B128795,C185766,Wholesale,EUR,REF-14212246,3.97,0.0,3.88,Cancelled
A708122,B179543,C831270,Wholesale,EUR,REF-42836608,11.95,0.14,11.76,Settled
A370768,B738935,C640456,Marketplace,EUR,REF-01713750,2.99,0.24,2.72,Reversed
A901314,B860235,C472531,Marketplace,EUR,REF-11896319,8.85,0.15,8.77,Pending
A515455,B025859,C936775,Retail,PLN,REF-65581856,12.09,0.1,12.04,Cancelled
A190409,B607022,C861521,Online,PLN,REF-55266579,6.2,0.29,5.82,Pending
A779304,B528843,C571216,Wholesale,EUR,REF-76637443,14.92,0.17,14.74,Cancelled
A867351,B765679,C214566,Subscription,USD,REF-16619159,5.21,0.0,5.15,Failed
A607731,B740434,C113798,B2B,EUR,REF-42899959,5.61,0.01,5.59,In Review
A694848,B575521,C895641,B2B,EUR,REF-35826366,3.04,0.33,2.75,Pending
A824461,B424753,C708515,Retail,EUR,REF-94864204,15.01,0.0,14.98,Settled
A109525,B972951,C533062,B2B,USD,REF-52973419,3.6,0.0,3.56,Settled
A232799,B287147,C093942,Retail,EUR,REF-12247954,8.8,0.29,8.49,Settled
A779913,B029006,C428703,Subscription,PLN,REF-70499783,6.28,0.14,6.14,Pending
A795067,B787227,C956708,Subscription,GBP,REF-61529273,2.87,0.17,2.73,Settled
A187902,B150186,C235360,Online,GBP,REF-97521451,4.09,0.0,4.08,Settled
A051622,B788321,C309003,Marketplace,PLN,REF-40233673,20.11,0.36,19.69,Settled
A541389,B111062,C103084,Subscription,EUR,REF-91859669,7.82,0.19,7.71,Failed
A277186,B947373,C305605,Marketplace,USD,REF-31949433,2.97,0.18,2.79,In Review
A164826,B671307,C291211,Online,EUR,REF-52044574,8.49,0.0,8.450000000000001,Settled
A443735,B959676,C778320,Online,USD,REF-32513148,5.92,0.0,5.92,Settled
A266097,B313911,C397655,Subscription,EUR,REF-31242155,105.43,1.46,104.04,Settled
A957171,B412394,C690197,Wholesale,EUR,REF-58304517,8.36,0.0,8.34,Failed
A813081,B786647,C599123,B2B,GBP,REF-53695224,4.91,0.29,4.59,Pending
A090723,B855954,C285497,Wholesale,EUR,REF-90187290,20.71,0.59,20.15,In Review
A962895,B124094,C723326,Retail,EUR,REF-36666815,1.53,0.0,1.5,Pending
A262585,B481146,C857815,Online,PLN,REF-60481647,7.17,0.0,7.17,Settled
A163662,B230121,C042761,B2B,EUR,REF-45948890,32.8,0.34,32.35,Cancelled
A152424,B345347,C705434,Subscription,EUR,REF-87008423,6.06,0.0,6.06,Settled
A379055,B065773,C951441,Retail,EUR,REF-91435633,1.66,0.08,1.59,Settled
A425292,B530206,C564599,Retail,USD,REF-29499968,4.85,0.0,4.84,Settled
A903319,B993247,C248636,B2B,PLN,REF-51425032,21.29,0.48,20.79,Settled
A328880,B808733,C090422,Marketplace,PLN,REF-36359782,8.99,0.23,8.82,Settled
A684627,B717499,C678613,Wholesale,GBP,REF-04165204,3.4,0.19,3.09,Settled
A092099,B004389,C104010,Marketplace,USD,REF-87867241,3.84,0.08,3.77,Cancelled
A821178,B108969,C806694,Online,PLN,REF-68405168,4.25,0.18,4.08,In Review
A481245,B668202,C796020,Retail,GBP,REF-94145318,8.88,0.39,8.59,In Review
A579496,B646942,C417313,Wholesale,PLN,REF-28097623,19.4,0.3,19.11,Pending
A485545,B114893,C613585,Marketplace,EUR,REF-33653640,15.44,0.26,15.2,Pending
A741125,B439646,C437715,Wholesale,USD,REF-21385293,9.58,0.17,9.41,Settled
A630219,B951463,C768796,Marketplace,EUR,REF-35263508,2.29,0.0,2.2600000000000002,Settled
A364916,B916189,C047819,Subscription,USD,REF-76650502,2.3,0.21,2.18,Pending
A840986,B673659,C515581,B2B,PLN,REF-84723630,10.19,0.3,9.84,Cancelled
A108619,B134092,C408141,Online,GBP,REF-16555137,2.27,0.11,2.12,Settled
A973340,B244466,C456651,Retail,GBP,REF-04320770,5.55,0.0,5.53,Settled
A622290,B027875,C937138,Online,EUR,REF-60927733,8.48,0.43,8.07,Settled
A103872,B138221,C504002,Marketplace,EUR,REF-14725786,2.68,0.0,2.66,Settled
A499574,B154003,C369225,Marketplace,NOK,REF-81715787,2.93,0.0,2.93,In Review
A338416,B907053,C695477,Online,EUR,REF-10313018,6.17,0.08,6.13,Cancelled
A051412,B937512,C897297,Retail,EUR,REF-30055140,9.95,0.46,9.52,Settled
A972327,B789630,C809602,Wholesale,EUR,REF-32892850,15.55,0.27,15.25,Settled
A875913,B929122,C700892,Online,GBP,REF-47223675,10.81,0.17,10.65,Pending
A567584,B564034,C914276,Marketplace,USD,REF-85691522,7.06,0.51,6.55,Settled
A123805,B068603,C884873,Subscription,EUR,REF-57763994,3.66,0.21,3.47,Pending
A396905,B790732,C210210,Online,USD,REF-28662424,2.82,0.0,2.81,Reversed
A717523,B523263,C195869,B2B,GBP,REF-64110508,4.42,0.0,4.36,Settled
A434885,B129270,C457262,Wholesale,USD,REF-51284439,9.23,0.0,9.22,In Review
A542092,B684436,C668724,Wholesale,EUR,REF-97192935,8.71,0.02,8.71,Settled
A842667,B255512,C933875,B2B,EUR,REF-95848030,1.24,0.11,1.2,Settled
A181963,B004280,C099439,Online,EUR,REF-88882244,3.55,0.31,3.17,Pending
A863747,B112990,C876234,Subscription,EUR,REF-16966773,17.43,0.0,17.43,Settled
A979634,B016403,C487394,B2B,EUR,REF-20902493,7.09,0.0,7.08,Pending
A295105,B453991,C643213,B2B,PLN,REF-18536326,2.14,0.04,2.08,Settled
A929279,B066380,C724261,Subscription,SEK,REF-54577586,43.79,1.4,42.31,Cancelled
A308839,B566693,C213430,Retail,EUR,REF-81362628,6.5,0.22,6.23,Settled
A700904,B704300,C161745,Marketplace,USD,REF-15784206,9.05,0.12,8.94,Settled
A699816,B730967,C344725,Retail,EUR,REF-97139543,9.16,0.07,9.06,Pending
A936190,B940054,C958757,Retail,EUR,REF-06001090,4.96,0.0,4.92,Settled
A067533,B961033,C728680,Wholesale,USD,REF-51990413,3.72,0.05,3.6900000000000004,Pending
A595018,B068179,C469820,Wholesale,USD,REF-36810657,36.31,1.01,35.42,Settled
A845964,B345373,C757853,B2B,USD,REF-91467072,14.84,0.07,14.77,Failed
A091416,B143900,C447549,Subscription,EUR,REF-31980381,12.84,0.12,12.64,Settled
A006924,B302260,C091511,Marketplace,GBP,REF-18572975,10.55,0.0,10.530000000000001,Settled
A064680,B467300,C885977,Retail,USD,REF-57046572,2.98,0.0,2.88,Settled
A461035,B863431,C829126,Marketplace,EUR,REF-05253830,18.48,0.44,17.97,Pending
A560458,B442600,C860196,Online,EUR,REF-64125152,3.39,0.0,3.3800000000000003,Failed
A792529,B247668,C616054,Subscription,EUR,REF-14708856,8.34,0.05,8.23,Settled
A421408,B212278,C916772,Retail,EUR,REF-38559540,1.79,0.03,1.75,Settled
A914269,B753941,C956921,B2B,EUR,REF-58522451,1.3,0.14,1.09,Settled
A113214,B200350,C669798,Subscription,USD,REF-86724440,8.58,0.1,8.48,Settled
A626981,B719274,C766279,B2B,USD,REF-69138251,3.48,0.15,3.38,Settled
A465075,B139565,C661978,Marketplace,USD,REF-84174875,1.35,0.0,1.32,Settled
A530769,B987079,C370576,Wholesale,EUR,REF-81033350,10.25,0.03,10.22,Failed
A503329,B250555,C229729,Marketplace,GBP,REF-72115204,36.27,1.02,35.21,In Review
A697257,B989217,C643491,Online,PLN,REF-33351338,20.22,0.09,20.09,Reversed
A716470,B841448,C742269,Wholesale,EUR,REF-35074382,5.41,0.22,5.15,Settled
A842113,B540653,C764496,B2B,EUR,REF-86909018,6.7,0.2,6.54,Settled
A366879,B457517,C621517,Retail,PLN,REF-24218537,13.53,0.31,13.15,In Review
A012968,B282416,C701513,B2B,USD,REF-86309796,16.32,0.06,16.25,Pending
A159632,B917795,C343074,Marketplace,USD,REF-11606205,5.05,0.35,4.72,Settled
A606270,B940415,C017144,Wholesale,GBP,REF-82772422,6.84,0.13,6.75,In Review
A160686,B841705,C966589,Subscription,EUR,REF-25046055,8.46,0.12,8.36,Settled
A766887,B840336,C171072,B2B,EUR,REF-72486648,10.36,0.17,10.18,Settled
A000265,B528886,C486205,Subscription,GBP,REF-95910762,5.98,0.15,5.8,Settled
A925436,B524035,C907318,Marketplace,USD,REF-91846025,6.04,0.26,5.83,Settled
